English,Hindi,Kaithi
The baby fell asleep in the cradle,बच्चा पालनी में सो गया।,𑂥𑂒𑂹𑂒𑂰 𑂣𑂰𑂪𑂢𑂲 𑂧𑂵𑂁 𑂮𑂷 𑂏𑂨𑂰।
The boy has an apple in his pocket,इस लड़के के जेब में एक सेव है।,𑂅𑂮 𑂪𑂙़𑂍𑂵 𑂍𑂵 𑂔𑂵𑂥 𑂧𑂵𑂁 𑂉𑂍 𑂮𑂵𑂫 𑂯𑂶।
The fat woman was holding a monkey,उस मोटी औरत ने एक बंदर पकड़ा हुआ था।,𑂇𑂮 𑂧𑂷𑂗𑂲 𑂌𑂩𑂞 𑂢𑂵 𑂉𑂍 𑂥𑂁𑂠𑂩 𑂣𑂍𑂙़𑂰 𑂯𑂳𑂄 𑂟𑂰।
The hole is about five feet across,गड्ढा पाँच फ़ुट चौड़ा है।,𑂏𑂙𑂹𑂛𑂰 𑂣𑂰𑂀𑂒 𑂤़𑂳𑂗 𑂒𑂸𑂙़𑂰 𑂯𑂶।
The king was deprived of his power,उस राजा से उसकी ताक़त छीन ली गई।,𑂇𑂮 𑂩𑂰𑂔𑂰 𑂮𑂵 𑂇𑂮𑂍𑂲 𑂞𑂰𑂍़𑂞 𑂓𑂲𑂢 𑂪𑂲 𑂏𑂆।
The lion is the king of the jungle,शेर जंगल का राजा है।,𑂬𑂵𑂩 𑂔𑂁𑂏𑂪 𑂍𑂰 𑂩𑂰𑂔𑂰 𑂯𑂶।
The mystery still remains unsolved,वह आज भी एक रहस्य है।,𑂫𑂯 𑂄𑂔 𑂦𑂲 𑂉𑂍 𑂩𑂯𑂮𑂹𑂨 𑂯𑂶।
The problem is being discussed now,समस्या पर बहस जारी है।,𑂮𑂧𑂮𑂹𑂨𑂰 𑂣𑂩 𑂥𑂯𑂮 𑂔𑂰𑂩𑂲 𑂯𑂶।
The storm destroyed the whole town,तूफ़ान ने पूरे नगर को नष्ट कर दिया।,𑂞𑂴𑂤़𑂰𑂢 𑂢𑂵 𑂣𑂴𑂩𑂵 𑂢𑂏𑂩 𑂍𑂷 𑂢𑂭𑂹𑂗 𑂍𑂩 𑂠𑂱𑂨𑂰।
The storm destroyed the whole town,तूफ़ान ने पूरे शहर को तबाह कर दिया।,𑂞𑂴𑂤़𑂰𑂢 𑂢𑂵 𑂣𑂴𑂩𑂵 𑂬𑂯𑂩 𑂍𑂷 𑂞𑂥𑂰𑂯 𑂍𑂩 𑂠𑂱𑂨𑂰।
There is a strange man at the door,दरवाज़े पर कोई अजीब सा इनसान है।,𑂠𑂩𑂫𑂰𑂔़𑂵 𑂣𑂩 𑂍𑂷𑂆 𑂃𑂔𑂲𑂥 𑂮𑂰 𑂅𑂢𑂮𑂰𑂢 𑂯𑂶।
These questions are easy to answer,इन सवालों का जवाब देना आसान है।,𑂅𑂢 𑂮𑂫𑂰𑂪𑂷𑂁 𑂍𑂰 𑂔𑂫𑂰𑂥 𑂠𑂵𑂢𑂰 𑂄𑂮𑂰𑂢 𑂯𑂶।
These questions are easy to answer,ये प्रश्न सरल हैं।,𑂨𑂵 𑂣𑂹𑂩𑂬𑂹𑂢 𑂮𑂩𑂪 𑂯𑂶𑂁।
They are proud of their clever son,उन्हे अपने अकलमंद बेटे पर नाज़ है।,𑂇𑂢𑂹𑂯𑂵 𑂃𑂣𑂢𑂵 𑂃𑂍𑂪𑂧𑂁𑂠 𑂥𑂵𑂗𑂵 𑂣𑂩 𑂢𑂰𑂔़ 𑂯𑂶।
They brought trouble on themselves,उन्होंने अपने ऊपर मुसीबत बुलाई।,𑂇𑂢𑂹𑂯𑂷𑂁𑂢𑂵 𑂃𑂣𑂢𑂵 𑂈𑂣𑂩 𑂧𑂳𑂮𑂲𑂥𑂞 𑂥𑂳𑂪𑂰𑂆।
"This is a good newspaper, isn't it",यह एक अच्छा अखबार है ना?,𑂨𑂯 𑂉𑂍 𑂃𑂒𑂹𑂓𑂰 𑂃𑂎𑂥𑂰𑂩 𑂯𑂶 𑂢𑂰?
"To make matters worse, he fell ill",और-तो-और वह बीमार भी पड़ गया।,𑂌𑂩-𑂞𑂷-𑂌𑂩 𑂫𑂯 𑂥𑂲𑂧𑂰𑂩 𑂦𑂲 𑂣𑂙़ 𑂏𑂨𑂰।
"Tomorrow, he will land on the moon",कल वह चाँद पर उतरेगा।,𑂍𑂪 𑂫𑂯 𑂒𑂰𑂀𑂠 𑂣𑂩 𑂇𑂞𑂩𑂵𑂏𑂰।
We are all eager to know the truth,हम सब सच जानने के लिए बेचैन हैं।,𑂯𑂧 𑂮𑂥 𑂮𑂒 𑂔𑂰𑂢𑂢𑂵 𑂍𑂵 𑂪𑂱𑂉 𑂥𑂵𑂒𑂶𑂢 𑂯𑂶𑂁।
What do you think she is doing now,तुम्हारे हिसाब से वह अभी क्या कर रही होगी?,𑂞𑂳𑂧𑂹𑂯𑂰𑂩𑂵 𑂯𑂱𑂮𑂰𑂥 𑂮𑂵 𑂫𑂯 𑂃𑂦𑂲 𑂍𑂹𑂨𑂰 𑂍𑂩 𑂩𑂯𑂲 𑂯𑂷𑂏𑂲?
Where should I pick the tickets up,मुझे टिकटें कहाँ से लेनीं होंगीं?,𑂧𑂳𑂕𑂵 𑂗𑂱𑂍𑂗𑂵𑂁 𑂍𑂯𑂰𑂀 𑂮𑂵 𑂪𑂵𑂢𑂲𑂁 𑂯𑂷𑂁𑂏𑂲𑂁?
Why did you come here this morning,तुम आज सुबह यहाँ क्यों आए?,𑂞𑂳𑂧 𑂄𑂔 𑂮𑂳𑂥𑂯 𑂨𑂯𑂰𑂀 𑂍𑂹𑂨𑂷𑂁 𑂄𑂉?
Wooden buildings catch fire easily,लकड़ी से बनी इमारतों में आग आसानी से लग जाती है।,𑂪𑂍𑂙़𑂲 𑂮𑂵 𑂥𑂢𑂲 𑂅𑂧𑂰𑂩𑂞𑂷𑂁 𑂧𑂵𑂁 𑂄𑂏 𑂄𑂮𑂰𑂢𑂲 𑂮𑂵 𑂪𑂏 𑂔𑂰𑂞𑂲 𑂯𑂶।
Would you mind my opening the door,क्या मैं दरवाज़ा खोल सकता हूँ?,𑂍𑂹𑂨𑂰 𑂧𑂶𑂁 𑂠𑂩𑂫𑂰𑂔़𑂰 𑂎𑂷𑂪 𑂮𑂍𑂞𑂰 𑂯𑂴𑂀?
You can have this book for nothing,तुम यह किताब मुफ़्त में ले सकते हो।,𑂞𑂳𑂧 𑂨𑂯 𑂍𑂱𑂞𑂰𑂥 𑂧𑂳𑂤़𑂹𑂞 𑂧𑂵𑂁 𑂪𑂵 𑂮𑂍𑂞𑂵 𑂯𑂷।
You can't buy that kind of loyalty,ऐसी वफ़ादारी खरीदी नहीं जा सकती।,𑂊𑂮𑂲 𑂫𑂤़𑂰𑂠𑂰𑂩𑂲 𑂎𑂩𑂲𑂠𑂲 𑂢𑂯𑂲𑂁 𑂔𑂰 𑂮𑂍𑂞𑂲।
You must take his age into account,तुम्हे उसकी उम्र का भी लिहाज करना चाहिए।,𑂞𑂳𑂧𑂹𑂯𑂵 𑂇𑂮𑂍𑂲 𑂇𑂧𑂹𑂩 𑂍𑂰 𑂦𑂲 𑂪𑂱𑂯𑂰𑂔 𑂍𑂩𑂢𑂰 𑂒𑂰𑂯𑂱𑂉।
You should make use of this chance,तुम्हे इस मौके का फ़ायदा उठाना चाहिए।,𑂞𑂳𑂧𑂹𑂯𑂵 𑂅𑂮 𑂧𑂸𑂍𑂵 𑂍𑂰 𑂤़𑂰𑂨𑂠𑂰 𑂇𑂘𑂰𑂢𑂰 𑂒𑂰𑂯𑂱𑂉।
You should make use of this chance,तुम्हे इस मौके को गवा नहीं देना चाहिए।,𑂞𑂳𑂧𑂹𑂯𑂵 𑂅𑂮 𑂧𑂸𑂍𑂵 𑂍𑂷 𑂏𑂫𑂰 𑂢𑂯𑂲𑂁 𑂠𑂵𑂢𑂰 𑂒𑂰𑂯𑂱𑂉।
You shouldn't leave the baby alone,तुम्हे बच्चे को अकेला नहीं छोड़ना चाहिए।,𑂞𑂳𑂧𑂹𑂯𑂵 𑂥𑂒𑂹𑂒𑂵 𑂍𑂷 𑂃𑂍𑂵𑂪𑂰 𑂢𑂯𑂲𑂁 𑂓𑂷𑂙़𑂢𑂰 𑂒𑂰𑂯𑂱𑂉।
A hundred years is called a century,सौ सालों को एक शतक बुलाया जाता है।,𑂮𑂸 𑂮𑂰𑂪𑂷𑂁 𑂍𑂷 𑂉𑂍 𑂬𑂞𑂍 𑂥𑂳𑂪𑂰𑂨𑂰 𑂔𑂰𑂞𑂰 𑂯𑂶।
"According to him, she is not coming",उसके हिसाब से वह नहीं आ रही।,𑂇𑂮𑂍𑂵 𑂯𑂱𑂮𑂰𑂥 𑂮𑂵 𑂫𑂯 𑂢𑂯𑂲𑂁 𑂄 𑂩𑂯𑂲।
"All of a sudden, she began to laugh",वह अचानक से हँस पड़ी।,𑂫𑂯 𑂃𑂒𑂰𑂢𑂍 𑂮𑂵 𑂯𑂀𑂮 𑂣𑂙़𑂲।
All of my kids want to learn French,मेरे सभी बच्चें फ़्रेंच सीखना चाहते हैं।,𑂧𑂵𑂩𑂵 𑂮𑂦𑂲 𑂥𑂒𑂹𑂒𑂵𑂁 𑂤़𑂹𑂩𑂵𑂁𑂒 𑂮𑂲𑂎𑂢𑂰 𑂒𑂰𑂯𑂞𑂵 𑂯𑂶𑂁।
Are you reading an interesting book,आप कोई दिलचस्प किताब पढ़ रहें हैं क्या?,𑂄𑂣 𑂍𑂷𑂆 𑂠𑂱𑂪𑂒𑂮𑂹𑂣 𑂍𑂱𑂞𑂰𑂥 𑂣𑂛़ 𑂩𑂯𑂵𑂁 𑂯𑂶𑂁 𑂍𑂹𑂨𑂰?
Are you reading an interesting book,तुम कोई दिलचस्प किताब पढ़ रहे हो क्या?,𑂞𑂳𑂧 𑂍𑂷𑂆 𑂠𑂱𑂪𑂒𑂮𑂹𑂣 𑂍𑂱𑂞𑂰𑂥 𑂣𑂛़ 𑂩𑂯𑂵 𑂯𑂷 𑂍𑂹𑂨𑂰?
Are you reading an interesting book,तुम कोई दिलचस्प किताब पढ़ रही हो क्या?,𑂞𑂳𑂧 𑂍𑂷𑂆 𑂠𑂱𑂪𑂒𑂮𑂹𑂣 𑂍𑂱𑂞𑂰𑂥 𑂣𑂛़ 𑂩𑂯𑂲 𑂯𑂷 𑂍𑂹𑂨𑂰?
Are you saying my life is in danger,क्या तुम कह रहे हो कि मेरी जान ख़तरे में है?,𑂍𑂹𑂨𑂰 𑂞𑂳𑂧 𑂍𑂯 𑂩𑂯𑂵 𑂯𑂷 𑂍𑂱 𑂧𑂵𑂩𑂲 𑂔𑂰𑂢 𑂎़𑂞𑂩𑂵 𑂧𑂵𑂁 𑂯𑂶?
Can I extend my stay one more night,मैं एक रात और रह सकता हूँ क्या?,𑂧𑂶𑂁 𑂉𑂍 𑂩𑂰𑂞 𑂌𑂩 𑂩𑂯 𑂮𑂍𑂞𑂰 𑂯𑂴𑂀 𑂍𑂹𑂨𑂰?
Don't talk about it in front of him,उसके सामने इसके बारे में बात मत करो।,𑂇𑂮𑂍𑂵 𑂮𑂰𑂧𑂢𑂵 𑂅𑂮𑂍𑂵 𑂥𑂰𑂩𑂵 𑂧𑂵𑂁 𑂥𑂰𑂞 𑂧𑂞 𑂍𑂩𑂷।
Everybody came to the class on time,सभी लोग क्लास में समय पर पहुँचे।,𑂮𑂦𑂲 𑂪𑂷𑂏 𑂍𑂹𑂪𑂰𑂮 𑂧𑂵𑂁 𑂮𑂧𑂨 𑂣𑂩 𑂣𑂯𑂳𑂀𑂒𑂵।
Everyone in my family gets up early,मेरे परिवार में हर कोई जल्दी उठता है।,𑂧𑂵𑂩𑂵 𑂣𑂩𑂱𑂫𑂰𑂩 𑂧𑂵𑂁 𑂯𑂩 𑂍𑂷𑂆 𑂔𑂪𑂹𑂠𑂲 𑂇𑂘𑂞𑂰 𑂯𑂶।
"Excuse me, is there a toilet nearby","सुनिए, आस-पास में कोई टॉयलेट है क्या?","𑂮𑂳𑂢𑂱𑂉, 𑂄𑂮-𑂣𑂰𑂮 𑂧𑂵𑂁 𑂍𑂷𑂆 𑂗ॉ𑂨𑂪𑂵𑂗 𑂯𑂶 𑂍𑂹𑂨𑂰?"
Few students use pencils these days,आजकल बहुत कम विद्यार्थी पेनसिल इस्तेमाल करतें हैं।,𑂄𑂔𑂍𑂪 𑂥𑂯𑂳𑂞 𑂍𑂧 𑂫𑂱𑂠𑂹𑂨𑂰𑂩𑂹𑂟𑂲 𑂣𑂵𑂢𑂮𑂱𑂪 𑂅𑂮𑂹𑂞𑂵𑂧𑂰𑂪 𑂍𑂩𑂞𑂵𑂁 𑂯𑂶𑂁।
God helps those who help themselves,ईश्वर उनकी मदद करता है जो स्वयं की मदद करते हैं।,𑂆𑂬𑂹𑂫𑂩 𑂇𑂢𑂍𑂲 𑂧𑂠𑂠 𑂍𑂩𑂞𑂰 𑂯𑂶 𑂔𑂷 𑂮𑂹𑂫𑂨𑂁 𑂍𑂲 𑂧𑂠𑂠 𑂍𑂩𑂞𑂵 𑂯𑂶𑂁।
He can both speak and write Russian,वह रूसी बोलना और लिखना दोनो जानता है।,𑂫𑂯 𑂩𑂴𑂮𑂲 𑂥𑂷𑂪𑂢𑂰 𑂌𑂩 𑂪𑂱𑂎𑂢𑂰 𑂠𑂷𑂢𑂷 𑂔𑂰𑂢𑂞𑂰 𑂯𑂶।
He couldn't understand the sentence,उसको वाक्य समझ में नहीं आया।,𑂇𑂮𑂍𑂷 𑂫𑂰𑂍𑂹𑂨 𑂮𑂧𑂕 𑂧𑂵𑂁 𑂢𑂯𑂲𑂁 𑂄𑂨𑂰।
He cried as if he were a boy of six,उसने छः बरस के बच्चे की तरह रोया।,𑂇𑂮𑂢𑂵 𑂓𑂂 𑂥𑂩𑂮 𑂍𑂵 𑂥𑂒𑂹𑂒𑂵 𑂍𑂲 𑂞𑂩𑂯 𑂩𑂷𑂨𑂰।
He made up his mind to study abroad,उसने विदेश में पढ़ने का निर्णय लिया।,𑂇𑂮𑂢𑂵 𑂫𑂱𑂠𑂵𑂬 𑂧𑂵𑂁 𑂣𑂛़𑂢𑂵 𑂍𑂰 𑂢𑂱𑂩𑂹𑂝𑂨 𑂪𑂱𑂨𑂰।
He seemed surprised by my ignorance,उसने मेरे अज्ञान पर आशंका जताई।,𑂇𑂮𑂢𑂵 𑂧𑂵𑂩𑂵 𑂃𑂔𑂹𑂖𑂰𑂢 𑂣𑂩 𑂄𑂬𑂁𑂍𑂰 𑂔𑂞𑂰𑂆।
He stuck the broken pieces together,उसने टूटे हुए टुकड़ों को वापस जोड़ा।,𑂇𑂮𑂢𑂵 𑂗𑂴𑂗𑂵 𑂯𑂳𑂉 𑂗𑂳𑂍𑂙़𑂷𑂁 𑂍𑂷 𑂫𑂰𑂣𑂮 𑂔𑂷𑂙़𑂰।
He will get better little by little,वह धीरे-धीरे ठीक हो जाएगा।,𑂫𑂯 𑂡𑂲𑂩𑂵-𑂡𑂲𑂩𑂵 𑂘𑂲𑂍 𑂯𑂷 𑂔𑂰𑂉𑂏𑂰।
Her advice to me was to work harder,उसकी मेरे लिए सलाह यह थी कि मैं ज़्यादा मन लगाकर काम करूँ।,𑂇𑂮𑂍𑂲 𑂧𑂵𑂩𑂵 𑂪𑂱𑂉 𑂮𑂪𑂰𑂯 𑂨𑂯 𑂟𑂲 𑂍𑂱 𑂧𑂶𑂁 𑂔़𑂹𑂨𑂰𑂠𑂰 𑂧𑂢 𑂪𑂏𑂰𑂍𑂩 𑂍𑂰𑂧 𑂍𑂩𑂴𑂀।
Her way of talking got on my nerves,उसके बात करने के तरीके पर मुझे खींज आती है।,𑂇𑂮𑂍𑂵 𑂥𑂰𑂞 𑂍𑂩𑂢𑂵 𑂍𑂵 𑂞𑂩𑂲𑂍𑂵 𑂣𑂩 𑂧𑂳𑂕𑂵 𑂎𑂲𑂁𑂔 𑂄𑂞𑂲 𑂯𑂶।
"Hurry, and you will catch the train",जल्दी करो तो ट्रेन पकड़ सकते हो।,𑂔𑂪𑂹𑂠𑂲 𑂍𑂩𑂷 𑂞𑂷 𑂗𑂹𑂩𑂵𑂢 𑂣𑂍𑂙़ 𑂮𑂍𑂞𑂵 𑂯𑂷।
I am a student at Oxford University,मैं ऑक्सफ़र्ड विश्वविद्यालय में विद्यार्थी हूँ।,𑂧𑂶𑂁 ऑ𑂍𑂹𑂮𑂤़𑂩𑂹𑂙 𑂫𑂱𑂬𑂹𑂫𑂫𑂱𑂠𑂹𑂨𑂰𑂪𑂨 𑂧𑂵𑂁 𑂫𑂱𑂠𑂹𑂨𑂰𑂩𑂹𑂟𑂲 𑂯𑂴𑂀।
I am really pleased with my new car,मैं अपनी नई गाड़ी से बहुत खुश हूँ।,𑂧𑂶𑂁 𑂃𑂣𑂢𑂲 𑂢𑂆 𑂏𑂰𑂙़𑂲 𑂮𑂵 𑂥𑂯𑂳𑂞 𑂎𑂳𑂬 𑂯𑂴𑂀।
I buried my dog at the pet cemetery,मैंने अपने कुत्ते को पालतू जानवरों के कब्रिस्तान में बरी कर दिया।,𑂧𑂶𑂁𑂢𑂵 𑂃𑂣𑂢𑂵 𑂍𑂳𑂞𑂹𑂞𑂵 𑂍𑂷 𑂣𑂰𑂪𑂞𑂴 𑂔𑂰𑂢𑂫𑂩𑂷𑂁 𑂍𑂵 𑂍𑂥𑂹𑂩𑂱𑂮𑂹𑂞𑂰𑂢 𑂧𑂵𑂁 𑂥𑂩𑂲 𑂍𑂩 𑂠𑂱𑂨𑂰।
I don't want to spend more than $10,मैं दस डॉलर से ज़्यादा नहीं खर्चना चाह्ता हूँ।,𑂧𑂶𑂁 𑂠𑂮 𑂙ॉ𑂪𑂩 𑂮𑂵 𑂔़𑂹𑂨𑂰𑂠𑂰 𑂢𑂯𑂲𑂁 𑂎𑂩𑂹𑂒𑂢𑂰 𑂒𑂰𑂯𑂹𑂞𑂰 𑂯𑂴𑂀।
I never dreamed that you would lose,मैंने सपने में भी नहीं सोचा था कि तुम हार जाओगे।,𑂧𑂶𑂁𑂢𑂵 𑂮𑂣𑂢𑂵 𑂧𑂵𑂁 𑂦𑂲 𑂢𑂯𑂲𑂁 𑂮𑂷𑂒𑂰 𑂟𑂰 𑂍𑂱 𑂞𑂳𑂧 𑂯𑂰𑂩 𑂔𑂰𑂋𑂏𑂵।
I visit my grandmother twice a week,मैं अपनी नानी से हफ़्ते में दो बार मिलने जाता हूँ।,𑂧𑂶𑂁 𑂃𑂣𑂢𑂲 𑂢𑂰𑂢𑂲 𑂮𑂵 𑂯𑂤़𑂹𑂞𑂵 𑂧𑂵𑂁 𑂠𑂷 𑂥𑂰𑂩 𑂧𑂱𑂪𑂢𑂵 𑂔𑂰𑂞𑂰 𑂯𑂴𑂀।
I visit my grandmother twice a week,मैं अपनी दादी से हफ़्ते में दो बार मिलने जाता हूँ।,𑂧𑂶𑂁 𑂃𑂣𑂢𑂲 𑂠𑂰𑂠𑂲 𑂮𑂵 𑂯𑂤़𑂹𑂞𑂵 𑂧𑂵𑂁 𑂠𑂷 𑂥𑂰𑂩 𑂧𑂱𑂪𑂢𑂵 𑂔𑂰𑂞𑂰 𑂯𑂴𑂀।
I was in bed all day long yesterday,कल मैं पूरे दिन बिस्तर में था।,𑂍𑂪 𑂧𑂶𑂁 𑂣𑂴𑂩𑂵 𑂠𑂱𑂢 𑂥𑂱𑂮𑂹𑂞𑂩 𑂧𑂵𑂁 𑂟𑂰।
I will come back to Canada tomorrow,मैं कल कनाडा वापस आऊँगा।,𑂧𑂶𑂁 𑂍𑂪 𑂍𑂢𑂰𑂙𑂰 𑂫𑂰𑂣𑂮 𑂄𑂈𑂀𑂏𑂰।
I've studied English for five years,मैंने पाँच साल के लिए अंग्रेज़ी पढ़ी है।,𑂧𑂶𑂁𑂢𑂵 𑂣𑂰𑂀𑂒 𑂮𑂰𑂪 𑂍𑂵 𑂪𑂱𑂉 𑂃𑂁𑂏𑂹𑂩𑂵𑂔़𑂲 𑂣𑂛़𑂲 𑂯𑂶।
"In Japan, all children go to school",जापान में सभी बच्चें स्कूल जाते हैं।,𑂔𑂰𑂣𑂰𑂢 𑂧𑂵𑂁 𑂮𑂦𑂲 𑂥𑂒𑂹𑂒𑂵𑂁 𑂮𑂹𑂍𑂴𑂪 𑂔𑂰𑂞𑂵 𑂯𑂶𑂁।
Keep an eye on the baby for a while,बच्चे पर ध्यान रखना थोड़ी देर के लिए।,𑂥𑂒𑂹𑂒𑂵 𑂣𑂩 𑂡𑂹𑂨𑂰𑂢 𑂩𑂎𑂢𑂰 𑂟𑂷𑂙़𑂲 𑂠𑂵𑂩 𑂍𑂵 𑂪𑂱𑂉।
Let's get together here once a week,हमे यहाँ हफ़्ते में एक बार मिलना चाहिए।,𑂯𑂧𑂵 𑂨𑂯𑂰𑂀 𑂯𑂤़𑂹𑂞𑂵 𑂧𑂵𑂁 𑂉𑂍 𑂥𑂰𑂩 𑂧𑂱𑂪𑂢𑂰 𑂒𑂰𑂯𑂱𑂉।
My birthday is one month from today,मेरा जन्मदिन आज से एक महीने में है।,𑂧𑂵𑂩𑂰 𑂔𑂢𑂹𑂧𑂠𑂱𑂢 𑂄𑂔 𑂮𑂵 𑂉𑂍 𑂧𑂯𑂲𑂢𑂵 𑂧𑂵𑂁 𑂯𑂶।
My father usually comes home at six,मेरे पापा आमतौर पर छः बजे घर लौटकर आते हैं।,𑂧𑂵𑂩𑂵 𑂣𑂰𑂣𑂰 𑂄𑂧𑂞𑂸𑂩 𑂣𑂩 𑂓𑂂 𑂥𑂔𑂵 𑂐𑂩 𑂪𑂸𑂗𑂍𑂩 𑂄𑂞𑂵 𑂯𑂶𑂁।
My father went jogging after dinner,मेरे पापा रात को खाना खाने के बाद दौड़ने गए थे।,𑂧𑂵𑂩𑂵 𑂣𑂰𑂣𑂰 𑂩𑂰𑂞 𑂍𑂷 𑂎𑂰𑂢𑂰 𑂎𑂰𑂢𑂵 𑂍𑂵 𑂥𑂰𑂠 𑂠𑂸𑂙़𑂢𑂵 𑂏𑂉 𑂟𑂵।
My father works for a power company,मेरे पापा बिजली की कम्पनी में काम करते हैं।,𑂧𑂵𑂩𑂵 𑂣𑂰𑂣𑂰 𑂥𑂱𑂔𑂪𑂲 𑂍𑂲 𑂍𑂧𑂹𑂣𑂢𑂲 𑂧𑂵𑂁 𑂍𑂰𑂧 𑂍𑂩𑂞𑂵 𑂯𑂶𑂁।
No one believes that he is innocent,किसी को भी उसके निर्दोष होने का यकीन नहीं है।,𑂍𑂱𑂮𑂲 𑂍𑂷 𑂦𑂲 𑂇𑂮𑂍𑂵 𑂢𑂱𑂩𑂹𑂠𑂷𑂭 𑂯𑂷𑂢𑂵 𑂍𑂰 𑂨𑂍𑂲𑂢 𑂢𑂯𑂲𑂁 𑂯𑂶।
Opinions vary from person to person,हर इनसान की राय अलग होती है।,𑂯𑂩 𑂅𑂢𑂮𑂰𑂢 𑂍𑂲 𑂩𑂰𑂨 𑂃𑂪𑂏 𑂯𑂷𑂞𑂲 𑂯𑂶।
Opinions vary from person to person,हर इनसान की सोच अलग होती है।,𑂯𑂩 𑂅𑂢𑂮𑂰𑂢 𑂍𑂲 𑂮𑂷𑂒 𑂃𑂪𑂏 𑂯𑂷𑂞𑂲 𑂯𑂶।
She always complains of her teacher,वह हमेशा अपनी टीचर की शिक़ायत करती है।,𑂫𑂯 𑂯𑂧𑂵𑂬𑂰 𑂃𑂣𑂢𑂲 𑂗𑂲𑂒𑂩 𑂍𑂲 𑂬𑂱𑂍़𑂰𑂨𑂞 𑂍𑂩𑂞𑂲 𑂯𑂶।
She believes her son is still alive,उसको लगता है कि उसका बेटा अभी भी ज़िंदा है।,𑂇𑂮𑂍𑂷 𑂪𑂏𑂞𑂰 𑂯𑂶 𑂍𑂱 𑂇𑂮𑂍𑂰 𑂥𑂵𑂗𑂰 𑂃𑂦𑂲 𑂦𑂲 𑂔़𑂱𑂁𑂠𑂰 𑂯𑂶।
She talks as if she knew everything,वह तो ऐसे बात करती है जैसे उसे सब कुछ पता हो।,𑂫𑂯 𑂞𑂷 𑂊𑂮𑂵 𑂥𑂰𑂞 𑂍𑂩𑂞𑂲 𑂯𑂶 𑂔𑂶𑂮𑂵 𑂇𑂮𑂵 𑂮𑂥 𑂍𑂳𑂓 𑂣𑂞𑂰 𑂯𑂷।
Some day we'll take a trip to India,हम एक दिन भारत का सफ़र करने जाएंगे।,𑂯𑂧 𑂉𑂍 𑂠𑂱𑂢 𑂦𑂰𑂩𑂞 𑂍𑂰 𑂮𑂤़𑂩 𑂍𑂩𑂢𑂵 𑂔𑂰𑂉𑂁𑂏𑂵।
"Some like tea, others prefer coffee","कुछ लोगों को चाय अच्छी लगती है, और कुछ लोगों को कॉफ़ी।","𑂍𑂳𑂓 𑂪𑂷𑂏𑂷𑂁 𑂍𑂷 𑂒𑂰𑂨 𑂃𑂒𑂹𑂓𑂲 𑂪𑂏𑂞𑂲 𑂯𑂶, 𑂌𑂩 𑂍𑂳𑂓 𑂪𑂷𑂏𑂷𑂁 𑂍𑂷 𑂍ॉ𑂤़𑂲।"
Stars cannot be seen in the daytime,सितारे दिन में नहीं दिखते |,𑂮𑂱𑂞𑂰𑂩𑂵 𑂠𑂱𑂢 𑂧𑂵𑂁 𑂢𑂯𑂲𑂁 𑂠𑂱𑂎𑂞𑂵 |
Tell me the name of the ninth month,मुझे नौवे महीने का नाम बताओ।,𑂧𑂳𑂕𑂵 𑂢𑂸𑂫𑂵 𑂧𑂯𑂲𑂢𑂵 𑂍𑂰 𑂢𑂰𑂧 𑂥𑂞𑂰𑂋।
That's a completely unfounded rumor,वह अफ़वाह पूरी तरह से बेबुनयाद है।,𑂫𑂯 𑂃𑂤़𑂫𑂰𑂯 𑂣𑂴𑂩𑂲 𑂞𑂩𑂯 𑂮𑂵 𑂥𑂵𑂥𑂳𑂢𑂨𑂰𑂠 𑂯𑂶।
The cat slowly approached the mouse,बिल्ली धीरे से चूहे की तरफ़ बढ़ी।,𑂥𑂱𑂪𑂹𑂪𑂲 𑂡𑂲𑂩𑂵 𑂮𑂵 𑂒𑂴𑂯𑂵 𑂍𑂲 𑂞𑂩𑂤़ 𑂥𑂛़𑂲।
The children were well looked after,बच्चों की देखभाल अच्छी तरह से की जाती थी।,𑂥𑂒𑂹𑂒𑂷𑂁 𑂍𑂲 𑂠𑂵𑂎𑂦𑂰𑂪 𑂃𑂒𑂹𑂓𑂲 𑂞𑂩𑂯 𑂮𑂵 𑂍𑂲 𑂔𑂰𑂞𑂲 𑂟𑂲।
The doctor advised him not to smoke,डॉक्टर ने उसे सिगरेट न पीने की सलह दी।,𑂙ॉ𑂍𑂹𑂗𑂩 𑂢𑂵 𑂇𑂮𑂵 𑂮𑂱𑂏𑂩𑂵𑂗 𑂢 𑂣𑂲𑂢𑂵 𑂍𑂲 𑂮𑂪𑂯 𑂠𑂲।
The doctor advised him not to smoke,डॉक्टर ने उन्हें सिगरेट न पीने की सलह दी।,𑂙ॉ𑂍𑂹𑂗𑂩 𑂢𑂵 𑂇𑂢𑂹𑂯𑂵𑂁 𑂮𑂱𑂏𑂩𑂵𑂗 𑂢 𑂣𑂲𑂢𑂵 𑂍𑂲 𑂮𑂪𑂯 𑂠𑂲।
The law says that all men are equal,क़ानून के मुताबिक सभी मनुष्य समान हैं।,𑂍़𑂰𑂢𑂴𑂢 𑂍𑂵 𑂧𑂳𑂞𑂰𑂥𑂱𑂍 𑂮𑂦𑂲 𑂧𑂢𑂳𑂭𑂹𑂨 𑂮𑂧𑂰𑂢 𑂯𑂶𑂁।
